Submission ID,Respondent ID,Submitted at,Ваша основна зайнятість в ІТ зараз...,Оберіть ваш тайтл або роль у компанії,Categories,Position,Розробники -  основна спеціалізація,Якою мовою ви написали свою першу програму?,Основна мова програмування,"Скільки років ви працюєте з мовою, яку обрали як основну?","Чи використовуєте ви інші мови програмування, крім основної?","Оберіть інші мови програмування, які також використовуєте на поточній посаді",Які мови програмування ви б обрали зараз для наступного комерційного проєкту?,Чи комітили ви у 2024 році в опенсорс проєкти?,Якими мовами програмування ви комітили в опенсорс проєкти у 2024 році?,Чи є у вас власні опенсорс проєкти?,Якими мовами написаний ваш опенсорс проєкт?,Чи плануєте ви наступного року вивчити ще одну мову програмування?,Яку мову програмування ви плануєте вивчити наступного року?,"Основні фреймворки, бібліотеки та платформи: розробка","Основні фреймворки, бібліотеки та платформи: QA","Основні фреймворки, бібліотеки та платформи: Робота з даними",Ви плануєте освоїти наступну мову,"Платформи, для яких розробляєте на поточному місці роботи","Оберіть напрям, у якому зараз працюєте",Загальний стаж роботи за нинішньою ІТ-спеціальністю,Загальний стаж роботи в ІТ,,,,,,,,,,,,,,,,,,,,,,,
AM1NDk,OkAV2K,2024-11-25 9:32:36,Працюю full-time,Middle,QA,Manual QA,,,,,,,,,,,,,,,,,,,web app,5,5,,,,,,,,,,,,,,,,,,,,,,,
MjoQpX,lvN4KX,2024-11-25 9:32:38,Працюю full-time,Middle,QA,Automation QA / AQA,,Python,Python,3 роки,Ні,,Python,Ні,,Немає,,Так,C++,,"PyTest, Bleak, pylink",,Оскільки я працюю в Embedded я планую опанувати C++ через колег оскільки я тестую прошивки і знання коду покращить якість тестування,"Mobile iOS, Mobile Android, Microcontrollers / Embedded / IoT","ios mobile app,android mobile app,embedded (electronics/automotive etc)",4,4,,,,,,,,,,,,,,,,,,,,,,,
29QzKD,W1AZXj,2024-11-25 9:32:46,Працюю full-time,Junior,QA,Manual QA,,Python,SQL,Пів року,Ні,,"JavaScript, SQL",Ні,,Немає,,"Ні, наразі не маю таких планів",,,"Cypress, Postman",,,"Web, Mobile iOS, Mobile cross-platform",web app,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
RqE69J,zLKbGg,2024-11-25 9:33:04,Працюю full-time,Senior,QA,General QA,,C++,Python,2 роки,Так,JavaScript,"Python, JavaScript",Ні,,Немає,,"Ні, наразі не маю таких планів",,,PyTest,,,"Mobile Android, Mobile iOS, Mobile cross-platform, Web",web api,6,8,,,,,,,,,,,,,,,,,,,,,,,
AM1N4W,xvd6O9,2024-11-25 9:33:17,Працюю full-time,Middle,QA,Manual QA,,,,,,,,,,,,,,,,,,,"ios mobile app,android mobile app,web app",5,5,,,,,,,,,,,,,,,,,,,,,,,
dJB4LN,0aEAGB,2024-11-25 9:33:18,Працюю full-time,Junior,QA,Manual QA,,SQL,C# / .NET,1 рік,Так,SQL,Python,Ні,,Немає,,Так,Python,,".NET, Selenium, Postman, JSON, Rest Assured",,З допомогою професійних викладачів (курсів або індивідуальних занять),Desktop,test reporting,3,3,,,,,,,,,,,,,,,,,,,,,,,
RqE1bp,pvLZ8E,2024-11-25 9:33:25,Працюю full-time,Junior,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web app,android mobile app,ios mobile app",1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
0qNzVA,gv5Or4,2024-11-25 9:33:32,Працюю full-time,Middle,QA,General QA,,,,,,,,,,,,,,,,,,,"web app,web api",6,6,,,,,,,,,,,,,,,,,,,,,,,
29QzBe,kvYr1R,2024-11-25 9:33:50,Працюю full-time,Senior,QA,Manual QA,,,,,,,,,,,,,,,,,,,web app,4,4,,,,,,,,,,,,,,,,,,,,,,,
v8oV2v,7MdPkL,2024-11-25 9:34:10,Працюю full-time,Senior,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web api,web app,android mobile app,ios mobile app",6,6,,,,,,,,,,,,,,,,,,,,,,,
BJMqkK,B0G9Y5,2024-11-25 9:34:27,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,TypeScript,4 роки,Ні,,"Scala, C# / .NET, Go, Python",Ні,,Немає,,Так,Scala,"Express,React",,,Самостійно,Web,,5,5,,,,,,,,,,,,,,,,,,,,,,,
Mjoly8,LkdVDJ,2024-11-25 9:34:26,Працюю full-time,Lead/Team Lead,Other,Marketing Manager,,,,,,,,,,,,,,,,,,,,10,13,,,,,,,,,,,,,,,,,,,,,,,
WaxXZL,EMPAzA,2024-11-25 9:34:32,Працюю full-time,Middle,QA,Manual QA,,Java,Java,Пів року,Ні,,Java,Ні,,Немає,,"Ні, наразі не маю таких планів",,,Selenide/NSelen/Selen,,,Web,"web app,web api",2,2,,,,,,,,,,,,,,,,,,,,,,,
4leRd5,ovAg9N,2024-11-25 9:34:35,Працюю full-time,Lead/Team Lead,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web app,web api",7,7,,,,,,,,,,,,,,,,,,,,,,,
q80ebO,vKNK84,2024-11-25 9:34:47,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,C++,Salesforce Apex,2 роки,Так,JavaScript,,Ні,,Немає,,"Ні, наразі не маю таких планів",,LWS,,,,Web,,2,2,,,,,,,,,,,,,,,,,,,,,,,
j81X9R,rvlqX5,2024-11-25 9:35:20,Працюю full-time,Middle,QA,General QA,,Java,Java,Пів року,Ні,,"Java, JavaScript",Ні,,Немає,,"Ні, наразі не маю таких планів",,,"Appium, Selenide/NSelen/Selen, TestNG",,,"Mobile Android, Mobile iOS","android mobile app,ios mobile app",10,10,,,,,,,,,,,,,,,,,,,,,,,
RqE114,NdAED0,2024-11-25 9:35:27,Працюю full-time,Немає тайтлу,Other Management,Engineering Manager,,Pascal,TypeScript,7 років,Так,Groovy,TypeScript,,,,,"Ні, наразі не маю таких планів",,,,,,Web,,9,9,,,,,,,,,,,,,,,,,,,,,,,
b1bXy6,4z2EQr,2024-11-25 9:35:56,Працюю full-time,Middle,QA,Manual QA,,JavaScript,JavaScript,3 роки,Так,Java,JavaScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,,Selenium,,,Web,web api,5,7,,,,,,,,,,,,,,,,,,,,,,,
VW2X7M,QkAjeX,2024-11-25 9:36:01,Працюю full-time,Middle,QA,Manual QA,,,,,,,,,,,,,,,,,,,web app,4,5,,,,,,,,,,,,,,,,,,,,,,,
j81Xjx,LkdVWp,2024-11-25 9:36:11,Працюю full-time,Intern/Trainee,Other,Performance Marketing Manager,,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,
b1bX1Z,JM2GlK,2024-11-25 9:36:16,Працюю full-time,Senior,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web app,android mobile app,ios mobile app",11,11,,,,,,,,,,,,,,,,,,,,,,,
MjoloX,ZDdWdo,2024-11-25 9:36:19,Працюю full-time,Senior,QA,Automation QA / AQA,,Java,TypeScript,3 роки,Ні,,TypeScript,Так,TypeScript,Є,TypeScript,"Ні, наразі не маю таких планів",,,Playwright,,,Web,"web app,web api",3,4,,,,,,,,,,,,,,,,,,,,,,,
VW2Xd6,274VEM,2024-11-25 9:36:18,Працюю full-time,Senior,QA,Automation QA / AQA,,JavaScript,JavaScript,2 роки,Так,Java,JavaScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,,"Playwright, Postman, JSON",,,Web,"web app,web api",3,3,,,,,,,,,,,,,,,,,,,,,,,
0qNzRj,yzlgJX,2024-11-25 9:36:24,Працюю full-time,Lead/Team Lead,Other Management,Game Producer,,,,,,,,,,,,,,,,,,,,3,8,,,,,,,,,,,,,,,,,,,,,,,
1QqzY1,VDZqQM,2024-11-25 9:36:43,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,Go,3 роки,Ні,,"Rust, Erlang",Ні,,Є,Go,"Ні, наразі не маю таких планів",,Gin,,,,Web,,4,7,,,,,,,,,,,,,,,,,,,,,,,
PZVWxQ,pvLZk1,2024-11-25 9:36:45,Працюю full-time,Senior,QA,Manual QA,,,,,,,,,,,,,,,,,,,website,2,6,,,,,,,,,,,,,,,,,,,,,,,
29Qzye,ovAgEb,2024-11-25 9:36:54,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,C++,Python,5 років,Ні,,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Django,FastAPI",,,,"Web, Mobile cross-platform",,5,5,,,,,,,,,,,,,,,,,,,,,,,
RqE1pJ,JM2G6o,2024-11-25 9:37:00,Втратив(-ла) роботу і шукаю нову,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,C,Java,1 рік,Так,TypeScript,Java,Ні,,Немає,,"Ні, наразі не маю таких планів",,Spring,,,,Web,,1,1,,,,,,,,,,,,,,,,,,,,,,,
5aWozE,QkAE9p,2024-11-25 9:37:12,Працюю full-time,Middle,QA,Automation QA / AQA,,C++,Python,5 років,Так,JavaScript,"Python, Java, C# / .NET",Ні,,Є,"C++, C# / .NET, Java, Python","Ні, наразі не маю таких планів",,,"Playwright, PyTest",,,Web,web app,2,2,,,,,,,,,,,,,,,,,,,,,,,
r8zRZN,LkdVpp,2024-11-25 9:37:28,Працюю full-time,Senior,QA,Manual QA,,TypeScript,TypeScript,,Ні,,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,,"WebdriverIO, .NET, JSON",,,Web,"web app,web api",6,6,,,,,,,,,,,,,,,,,,,,,,,
x8OEZy,ZDdQr0,2024-11-25 9:37:37,Працюю full-time,Junior,SE,Software Engineer / Software Developer,,Assembler,JavaScript,2 роки,Так,TypeScript,"Python, TypeScript",Ні,,Немає,,Так,Python,,,,Самостійно,Web,,1,1,,,,,,,,,,,,,,,,,,,,,,,
JE5bM7,yzl7K6,2024-11-25 9:37:41,Працюю full-time,Middle,QA,General QA,,JavaScript,autoit,Пів року,Так,JavaScript,JavaScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,,Playwright,,,"Desktop, Web","web app,windows desktop apps",3,3,,,,,,,,,,,,,,,,,,,,,,,
DRg94X,PkAPge,2024-11-25 9:37:40,Працюю full-time,Senior,QA,Manual QA,,Java,Java,3 роки,Ні,,"Java, JavaScript",Так,Java,Немає,,"Ні, наразі не маю таких планів",,,"Maven, Selenium, TestNG",,,Web,web app,5,5,,,,,,,,,,,,,,,,,,,,,,,
5aWg8v,ovAxyV,2024-11-25 9:38:05,Працюю full-time,Middle,QA,General QA,,TypeScript,TypeScript,1 рік,Ні,,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,,Playwright,,,"Web, Mobile iOS, Mobile Android","web app,ios mobile app,android mobile app",3,3,,,,,,,,,,,,,,,,,,,,,,,
X6ZdZ4,qvbgbG,2024-11-25 9:38:06,Працюю full-time,Middle,Project Management,Project Manager,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,
5aWo7o,jvBgP4,2024-11-25 9:38:09,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,Python,TypeScript,6 років,Ні,,TypeScript,Ні,,Немає,,Так,Rust,Angular / Angular.js,,,Самостійно,Web,,6,6,,,,,,,,,,,,,,,,,,,,,,,
JE5rd7,G5rkJo,2024-11-25 9:38:10,Працюю full-time,Middle,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web api,web app",7,7,,,,,,,,,,,,,,,,,,,,,,,
776gbR,yzl1W8,2024-11-25 9:38:14,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,C# / .NET,6 років,Так,"TypeScript, SQL","C# / .NET, TypeScript, SQL, Python",Ні,,Немає,,Так,Python,".NET,ASP.NET,ASP.NET Core",,,Самостійно,Web,,6,6,,,,,,,,,,,,,,,,,,,,,,,
9AbPVY,Rkz209,2024-11-25 9:38:20,Працюю full-time,Junior,DS/ML/AI,ML Engineer,,Python,Python,3 роки,Так,C++,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,PyTorch,,Mobile iOS,,1,1,,,,,,,,,,,,,,,,,,,,,,,
x8O7j9,16rOJW,2024-11-25 9:38:25,Працюю full-time,Middle,DevOps/SRE,DevOps Engineer,,Python,Python,3 роки,Ні,,,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,"Web, Desktop",,6,7,,,,,,,,,,,,,,,,,,,,,,,
egk8V0,Xze9WY,2024-11-25 9:38:27,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,Java,3 роки,Так,SQL,,Ні,,Немає,,Так,JavaScript,Spring,,,Самостійно,Web,,3,3,,,,,,,,,,,,,,,,,,,,,,,
o8XYDb,6MdVyk,2024-11-25 9:38:38,Працюю full-time,Senior,QA,General QA,,Basic,C# / .NET,8 років,Так,JavaScript,"JavaScript, Swift",Ні,,Немає,,Так,JavaScript,,".NET, Selenium, XUnit, Selenide/NSelen/Selen",,Самостійно,"Web, Mobile cross-platform","web app,web api",8,8,,,,,,,,,,,,,,,,,,,,,,,
Mjol4M,ovAgGx,2024-11-25 9:38:38,Працюю full-time,Senior,QA,Automation QA / AQA,,Python,Python,10 і більше років,Так,JavaScript,,Ні,,Немає,,"Ні, наразі не маю таких планів",,,"PyTest, pandas, NumPy, Nightwatch",,,Web,web api,13,14,,,,,,,,,,,,,,,,,,,,,,,
VW2XOy,YkZe4W,2024-11-25 9:39:00,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,TypeScript,3 роки,Ні,,JavaScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Electron,React",,,,"Web, Desktop",,3,3,,,,,,,,,,,,,,,,,,,,,,,
QNPqel,avBkr9,2024-11-25 9:39:02,Працюю full-time,Middle,QA,Manual QA,,,,,,,,,,,,,,,,,,,"android mobile app,ios mobile app,windows desktop apps,macos desktop apps",3,3,,,,,,,,,,,,,,,,,,,,,,,
9AbgYp,MMAG8E,2024-11-25 9:39:31,Працюю full-time,Senior,QA,General QA,,Pascal,C# / .NET,1 рік,Так,TypeScript,"TypeScript, JavaScript",Ні,,Немає,,"Ні, наразі не маю таких планів",,,".NET, Cypress, NUnit, Playwright",,,"Desktop, Web","windows desktop apps,web app",12,14,,,,,,,,,,,,,,,,,,,,,,,
1QqYXL,9MdxvY,2024-11-25 9:39:33,Працюю full-time,Немає тайтлу,Product Management,Product Owner (у продакт менеджменті),,,,,,,,,,,,,,,,,,,,8,11,,,,,,,,,,,,,,,,,,,,,,,
OxOKv8,Xze9Dg,2024-11-25 9:39:38,Працюю full-time,Junior,QA,General QA,,JavaScript,JavaScript,1 рік,Так,PHP,JavaScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,,Playwright,,,Web,"web app,windows desktop apps",3,3,,,,,,,,,,,,,,,,,,,,,,,
DRg9yE,8Md2Nr,2024-11-25 9:39:40,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Front-end  розробка,C# / .NET,TypeScript,Пів року,Ні,,TypeScript,Ні,,Є,"C# / .NET, TypeScript","Ні, наразі не маю таких планів",,React,,,,Web,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
g8KVD1,4z2ELk,2024-11-25 9:39:42,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,ABAP,,Ні,,Java,Ні,,Немає,,"Ні, наразі не маю таких планів",,SAP,,,,SAP,,15,15,,,,,,,,,,,,,,,,,,,,,,,
VW2XrJ,Rkz259,2024-11-25 9:39:45,Працюю full-time,Middle,QA,General QA,,C++,Python,2 роки,Так,JavaScript,"JavaScript, TypeScript",Ні,,Немає,,"Ні, наразі не маю таких планів",,,"Cypress, Playwright",,,"Web, Mobile cross-platform","web api,web app,android mobile app,ios mobile app",4,5,,,,,,,,,,,,,,,,,,,,,,,
o8XYr1,gv5gAl,2024-11-25 9:39:49,Працюю full-time,Middle,QA,Manual QA,,,,,,,,,,,,,,,,,,,embedded (electronics/automotive etc),1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
k8M49j,dvYgDA,2024-11-25 9:39:50,Працюю full-time,Немає тайтлу,DevOps/SRE,DevOps Engineer,,,,,,,,,,,,,,,,,,,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
29QYXb,PkA4Yb,2024-11-25 9:39:53,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,JavaScript,5 років,Ні,,JavaScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,React,,,,Web,,5,10,,,,,,,,,,,,,,,,,,,,,,,
776YK6,rvlgrM,2024-11-25 9:39:55,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Front-end  розробка,Pascal,JavaScript,3 роки,Ні,,Go,Ні,,Є,"TypeScript, JavaScript","Ні, наразі не маю таких планів",,"React,Express",,,,Web,,3,3,,,,,,,,,,,,,,,,,,,,,,,
29QY4e,gv5gY1,2024-11-25 9:40:05,Працюю full-time,Junior,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web app,web api",2,5,,,,,,,,,,,,,,,,,,,,,,,
KrdA6V,rvlq9v,2024-11-25 9:40:13,Працюю full-time,Lead/Team Lead,QA,Manual QA,,,,,,,,,,,,,,,,,,,web app,14,14,,,,,,,,,,,,,,,,,,,,,,,
Mjol6g,W1AZxQ,2024-11-25 9:40:16,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Front-end  розробка,Basic,TypeScript,2 роки,Ні,,TypeScript,Ні,,Немає,,Так,Go,Angular / Angular.js,,,Самостійно,Web,,2,2,,,,,,,,,,,,,,,,,,,,,,,
Y7NKVz,274RNV,2024-11-25 9:40:20,Працюю full-time,Middle,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web app,web api",4,4,,,,,,,,,,,,,,,,,,,,,,,
VW2azN,KkMOPM,2024-11-25 9:40:31,Працюю full-time,Senior,DevOps/SRE,SRE (Site Reliability Engineer),,,,,,,,,,,,,,,,,,,,4,15,,,,,,,,,,,,,,,,,,,,,,,
5aWYxQ,Rkz2Zp,2024-11-25 9:40:50,Працюю full-time,Junior,QA,Manual QA,,,,,,,,,,,,,,,,,,,web app,1,0.5,,,,,,,,,,,,,,,,,,,,,,,
RqE17J,OkArAR,2024-11-25 9:40:50,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,Pascal,C# / .NET,3 роки,Так,"TypeScript, JavaScript, SQL","C# / .NET, TypeScript, SQL",Ні,,Немає,,Так,Python,".NET,Angular / Angular.js,ASP.NET",,,Самостійно,Web,,3,7,,,,,,,,,,,,,,,,,,,,,,,
x8O7rJ,YkZeYd,2024-11-25 9:40:51,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Mobile розробка,Java,Kotlin,4 роки,Так,Java,Kotlin,Ні,,Є,Kotlin,Так,Swift,"Android SDK (Native),Jetpack Compose",,,Самостійно,Mobile Android,,5,6,,,,,,,,,,,,,,,,,,,,,,,
29QzvV,zLKb91,2024-11-25 9:40:54,Працюю full-time,Middle,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web app,android mobile app,ios mobile app,windows desktop apps,macos desktop apps,embedded (electronics/automotive etc)",3,4,,,,,,,,,,,,,,,,,,,,,,,
egkGQJ,6Md4Qe,2024-11-25 9:40:56,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,Basic,PHP,3 роки,Так,JavaScript,PHP,Ні,,Немає,,"Ні, наразі не маю таких планів",,Magento,,,,Web,,1,5,,,,,,,,,,,,,,,,,,,,,,,
g8KVZ4,ovAgv5,2024-11-25 9:41:00,Працюю full-time,Middle,QA,Manual QA,,,,,,,,,,,,,,,,,,,android mobile app,5,5,,,,,,,,,,,,,,,,,,,,,,,
JE5r9Y,rvlgVl,2024-11-25 9:40:59,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,Basic,TypeScript,5 років,Так,"JavaScript, Scala","TypeScript, JavaScript",Ні,,Немає,,"Ні, наразі не маю таких планів",,"Express,Node.js,React",,,,"Web, Desktop",,15,15,,,,,,,,,,,,,,,,,,,,,,,
JE5rKJ,xvdgZy,2024-11-25 9:41:08,Втратив(-ла) роботу і шукаю нову,Junior,DevOps/SRE,DevOps Engineer,,Pascal,Python,2 роки,Ні,,"Python, Важко сказати, не знаю",Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,"Desktop, Mobile Android, Mobile cross-platform",,3,4,,,,,,,,,,,,,,,,,,,,,,,
x8O7xG,LkdV0j,2024-11-25 9:41:15,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,TypeScript,6 років,Так,JavaScript,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,"React,React Native",,,,"Web, Mobile iOS, Mobile Android, Mobile cross-platform",,7,7,,,,,,,,,,,,,,,,,,,,,,,
PZVNb5,yzlgGd,2024-11-25 9:41:15,Працюю full-time,Senior,Other,Marketing Manager,,,,,,,,,,,,,,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,
egkGrJ,VDZq1a,2024-11-25 9:41:19,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,Pascal,Go,"1,5 року",Так,"PHP, JavaScript, SQL, TypeScript",Go,Так,JavaScript,Немає,,"Ні, наразі не маю таких планів",,"Next.js,Node.js,React,Symfony",,,,Web,,7,8,,,,,,,,,,,,,,,,,,,,,,,
EoyGPl,16rODO,2024-11-25 9:41:21,Працюю full-time,Middle,QA,Manual QA,,Python,Python,1 рік,Ні,,Python,Ні,,Немає,,Так,JavaScript,,"Appium, PyTest, Playwright",,Самостійно,"Mobile Android, Mobile iOS, Mobile cross-platform, Mobile other","android mobile app,ios mobile app",5,5,,,,,,,,,,,,,,,,,,,,,,,
4leYJd,qvbgK2,2024-11-25 9:41:34,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,TypeScript,5 років,Ні,,TypeScript,Так,"JavaScript, TypeScript",Немає,,"Ні, наразі не маю таких планів",,"Next.js,Node.js,React",,,,"Web, ATM",,10,15,,,,,,,,,,,,,,,,,,,,,,,
X6Z7qL,JM2Ge7,2024-11-25 9:41:38,Працюю full-time,Senior,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web app,windows desktop apps",2,6,,,,,,,,,,,,,,,,,,,,,,,
b1bMx7,W1AQlP,2024-11-25 9:41:44,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,JavaScript,"1,5 року",Так,TypeScript,JavaScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Vue.js,React,Next.js,Node.js",,,,"Web, Desktop",,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
x8O7Zv,OkAroA,2024-11-25 9:41:50,Працюю full-time,Middle,QA,General QA,,,,,,,,,,,,,,,,,,,"web app,web api",3,3,,,,,,,,,,,,,,,,,,,,,,,
j81rP1,xvdg9J,2024-11-25 9:41:54,Працюю full-time,Head,Other,Head of Engineering,,Pascal,Python,6 років,,,,,,,,,,,,,,,,6,8,,,,,,,,,,,,,,,,,,,,,,,
z8P49R,4z2ErY,2024-11-25 9:42:02,Працюю full-time,Middle,QA,Automation QA / AQA,,Java,Java,3 роки,Ні,,JavaScript,Ні,,Немає,,Так,JavaScript,,"Selenium, TestNG, Rest Assured, Maven, JSON",,З допомогою професійних викладачів (курсів або індивідуальних занять),Web,web app,3,3,,,,,,,,,,,,,,,,,,,,,,,
BJMYLQ,VDZqxN,2024-11-25 9:42:04,Працюю full-time,Senior,QA,General QA,,Delphi,Python,6 років,Так,TypeScript,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,PyTest,,,"Web, Other","web app,web api",11,11,,,,,,,,,,,,,,,,,,,,,,,
66aY2N,9Mdx21,2024-11-25 9:42:20,Працюю full-time,Middle,DevOps/SRE,DevOps Engineer,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,
WaxX7N,VDZqzy,2024-11-25 9:42:32,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,Basic,TypeScript,9 років,Ні,,TypeScript,Ні,,Є,TypeScript,"Ні, наразі не маю таких планів",,"React,Node.js,Nest.js,Next.js,React native",,,,"Web, Mobile cross-platform, Microcontrollers / Embedded / IoT",,11,11,,,,,,,,,,,,,,,,,,,,,,,
Krd4QM,EMPA0X,2024-11-25 9:42:59,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,Python,5 років,Ні,,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,"FastAPI,Django",,,,Web,,6,6,,,,,,,,,,,,,,,,,,,,,,,
r8zQp5,NdAEvO,2024-11-25 9:43:06,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,C# / .NET,C# / .NET,7 років,Так,TypeScript,C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,.NET,,,,Web,,7,7,,,,,,,,,,,,,,,,,,,,,,,
