"Timestamp","Якою мовою ви написали свою першу програму ?","Чи можете виділити одну мову програмування, якою ви користуєтеся найчастіше?","Якою мовою ви пишете для роботи зараз?","Frontend: які фреймворки використовуєте в роботі?","Frontend: які фреймворки використовуєте в роботі?  ","Backend: які фреймворки використовуєте в роботі?","Backend: які фреймворки використовуєте в роботі?","Mobile: які фреймворки використовуєте в роботі?","Mobile: які фреймворки використовуєте в роботі?"," Інші фреймворки/бібліотеки","Улюблене IDE","Web: які фреймворки використовуєте в роботі?","Web: які фреймворки використовуєте в роботі?","Фреймворки для Distributed computing","Distributed computing: інші фреймворки","Інші","Версія JVM","Улюблене IDE","Найважливі бібліотеки та фреймворки, котрі ви використовуєте (через кому)","Улюблене IDE","Web: які фреймворки використовуєте в роботі?","Web: які фреймворки використовуєте в роботі?","Обробка даних: які фреймворки використовуєте в роботі?","Чи використовуєте ви mypy?","Бібліотеки загального призначення","Улюблене IDE","Які відомі веб-фреймворки ви використовуєте?","Інші важливі бібліотеки, які використовуєте в роботі","Яку версію PHP  ви використовуєте ?","Улюблене  IDE","Якими мовами ви пишете для роботи зараз?","Які додаткові мови ви використовуєте для роботи?","Яку мову програмування ви б обрали зараз для наступного комерційного проєкту?","Чи є у вас проєкти з відкритим кодом?  Якщо є, то якими мовами?","Чи плануєте ви цього року вивчити ще одну мову програмування?","Якщо так, то що за мова це буде? ","Ви плануєте освоїти наступну мову","Ви працюєте здебільшого в царині:","Ваша платформа?","Скільки років ви працюєте в індустрії розробки ПЗ?","Скільки років ви працюєте з мовою, що вибрана вами в якості основної? ","Скільки вам років?","Ви живете зараз в Україні?","Чи брали ви участь у наших попередніх опитуваннях на цю ж тему?"
"2021/01/04 11:27:02 AM GMT+2","C++","Ні","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JavaScript;C#","","C#","","Ні","","","Бекенд програмування","","2","2","28","Так","Не пам'ятаю"
"2021/01/04 11:27:07 AM GMT+2","Pascal/Delphi","Так","System Verilog","","","","","","","","","","","","","","","","","Visual Studio Code","","","","","","","","","","","","Verilog, VHDL","Verilog","","Так","C++","Самостійно","FPGA","","2","1","26","Так","Не пам'ятаю"
"2021/01/04 11:27:20 AM GMT+2","C#","Так","C#","","","","","","","","","","","","","","","","","visual studio","","","","","","","","","","","","JavaScript;TypeScript;T-SQL","C#","C#","Так","Kotlin","Самостійно","Бекенд програмування","","6","6","32","Так","Не пам'ятаю"
"2021/01/04 11:27:40 AM GMT+2","Pascal/Delphi","Ні","","","","","","","","","","","","","","","","","","visual studio code","","","","","","","","","","","JavaScript;Go","","Go","JavaScript;Go","Так","Rust","Самостійно","QA","","5","5","27","Так","Не пам'ятаю"
"2021/01/04 11:27:41 AM GMT+2","Pascal/Delphi","Так","TypeScript","Vue.js","","","","","","","Webstorm","","","","","","","","","","","","","","","","","","","","","JavaScript;Python;PHP;TypeScript;Ruby","TypeScript","JavaScript","Так","Ruby","За допомогою колег","Веб-фронтенд","","5","2","28","Так","Так"
"2021/01/04 11:27:55 AM GMT+2","Pascal/Delphi","Так","C#","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JavaScript;TypeScript;T-SQL","C#","","Так","JavaScript","Самостійно","Бекенд програмування","","8","8","31","Так","Так"
"2021/01/04 11:27:57 AM GMT+2","C++","Так","Kotlin","","","","","","","","","","","","","","","","Android jetpack, retrofit, glide","Intelij","","","","","","","","","","","","Java;C++","Kotlin","","Ні","","","Мобільна розробка","Android","2","1","24","Так","Так"
"2021/01/04 11:28:17 AM GMT+2","Pascal/Delphi","Ні","","","","","","","","","","","","","","","","","","VS Code","","","","","","","","","","","Java;Kotlin;Dart","","Kotlin","","Ні","","","Мобільна розробка","1, 3","4","3","38","Так","Не пам'ятаю"
"2021/01/04 11:28:18 AM GMT+2","JavaScript","Так","JavaScript","jQuery","","","","","","","vs code","","","","","","","","","","","","","","","","","","","","","","JavaScript","JavaScript","Так","PHP","Самостійно","Веб-фронтенд","","1","0.4","25","Так","Ні"
"2021/01/04 11:28:30 AM GMT+2","C","Так","Dart","","","","","","","","","","","","","","","","Flutter","Android Studio","","","","","","","","","","","","Java;Swift;Kotlin","Dart","","Ні","","Самостійно","Мобільна розробка","Використовую кросплатформ фреймворк","2","1.5","23","Так","Не пам'ятаю"
"2021/01/04 11:28:48 AM GMT+2","Pascal/Delphi","Так","C#","","","","","","","","","","","","","","","","React","Visual Studio ","","","","","","","","","","","","JavaScript;TypeScript;T-SQL","C#","","Ні","","Самостійно","Бекенд програмування","","9","9","29","Так","Так"
"2021/01/04 11:28:50 AM GMT+2","C","Так","JavaScript","React","","","","","","","Vscode","","","","","","","","","","","","","","","","","","","","","TypeScript","TypeScript","","Ні","","","Веб-фронтенд","","0","0","25","Так","Ні"
"2021/01/04 11:28:52 AM GMT+2","Pascal/Delphi","Так","C#","","","","","","","","","","","","","","","","","Rider","","","","","","","","","","","","JavaScript","C#","","Ні","","Самостійно","Бекенд програмування","","5","5","28","Так","Так"
"2021/01/04 11:29:41 AM GMT+2","Basic","Так","C#","","","","","","","","","","","","","","","","Asp.net core, wpf, ado.net, jquery","Visual studio","","","","","","","","","","","","JavaScript;C#;T-SQL","C#","C#","Так","TypeScript","Самостійно","Бекенд програмування","","18","17","43","Так","Так"
"2021/01/04 11:29:43 AM GMT+2","Python","Так","Python","","","","","","","","","","","","","","","","","","","","","Так","boto3","Sublime","","","","","","","Python","","Ні","","","Бекенд програмування","","6","6","29","Так","Так"
"2021/01/04 11:29:43 AM GMT+2","Pascal/Delphi","Ні","","","","","","","","","","","","","","","","","Flutter","Rider","","","","","","","","","","","JavaScript;Java;C#;dart","objective-c","Dart","JavaScript","Ні","","Самостійно","Мобільна розробка","Використовую кросплатформ фреймворк","10","5","34","Так","Ні"
"2021/01/04 11:29:46 AM GMT+2","C++","Так","Java","","","","","","","","","Spring","Hibernate","","","","11.x","Intellij idea","","","","","","","","","","","","","","","Java","","Ні","","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","2.5","2.5","26","Так","Так"
"2021/01/04 11:30:23 AM GMT+2","Visual Basic","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Laravel;Slim","","7.x","PHPStorm","","JavaScript","PHP","","Ні","","","Бекенд програмування","","4","4","32","Так","Так"
"2021/01/04 11:30:50 AM GMT+2","JavaScript","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Symfony","","7.x","PhpStorm","","JavaScript;Go","PHP","","Так","Go","Самостійно","Бекенд програмування","","7","7","","Так","Ні"
"2021/01/04 11:30:57 AM GMT+2","Perl","Так","JavaScript","React","","Express","","","","","VS Code","","","","","","","","","","","","","","","","","","","","","Python","JavaScript","","Так","Python","За допомогою професійних викладачів (курсів або індивідуальних занять)","Веб-фронтенд","","6","1","32","Так","Так"
"2021/01/04 11:31:04 AM GMT+2","Basic","Так","T-SQL","","","","","","","","","","","","","","","","phalcon","dbForge Studio, PHPStorm","","","","","","","","","","","","JavaScript;PHP","PHP","","Так","Python","Самостійно","Бекенд програмування","","7","6","40","Так","Ні"
"2021/01/04 11:31:11 AM GMT+2","C","Так","TypeScript","","","Express","","","","","WebStorm ","","","","","","","","","","","","","","","","","","","","","Java","TypeScript","","Так","Python","Самостійно","Бекенд програмування","","3","2","33","Так","Так"
"2021/01/04 11:31:13 AM GMT+2","Pascal/Delphi","Ні","","","","","","","","","","","","","","","","",".net core, react","Visual Studio","","","","","","","","","","","C#;TypeScript;T-SQL","JavaScript","C#","C#;TypeScript","Ні","","Самостійно","Веб-фронтенд","","10","10","33","Так","Не пам'ятаю"
"2021/01/04 11:31:15 AM GMT+2","MK-54","Так","C++","","","","","","","","","","","","","","","","","VC 2019, XCode","","","","","","","","","","","","C#;Python;Swift;C","C++","Python;C++","Так","T-SQL","Самостійно","Десктоп-розробка","","30","20","50","Ні","Так"
"2021/01/04 11:31:40 AM GMT+2","Pascal/Delphi","Так","Kotlin","","","","","","","","","","","","","","","","Android SDK, AndroidX, Retrofit2, Kotlin Coroutines, Gson, Room","Intellij IDEA","","","","","","","","","","","","","Kotlin","JavaScript;Java;Kotlin;Go","Ні","","","Мобільна розробка","Android","0.33","1.5","19","Так","Ні"
"2021/01/04 11:31:48 AM GMT+2","PHP","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Laravel","","7.x","PHPStorm","","JavaScript;PHP","PHP","JavaScript;Java;PHP","Ні","","","Бекенд програмування","","8","7","","Так","Ні"
"2021/01/04 11:31:48 AM GMT+2","Basic","Так","Java","","","","","","","","","Spring","","","","","11.x","idea","","","","","","","","","","","","","","JavaScript;PHP","Java","","Так","haskell","Самостійно","Бекенд програмування","","4","4","29","Так","Так"
"2021/01/04 11:32:01 AM GMT+2","JavaScript","Так","TypeScript","React;jQuery","","Next.js","","","Flutter","","WebStrom","","","","","","","","","","","","","","","","","","","","","JavaScript;Python;PHP","TypeScript","JavaScript;PHP;TypeScript","Так","Python","За допомогою професійних викладачів (курсів або індивідуальних занять)","Веб-фронтенд","","7","2","33","Так","Так"
"2021/01/04 11:32:48 AM GMT+2","Pascal/Delphi","Так","Ruby","","","","","","","","","","","","","","","","rack,rails,sidekiq,aws-sdk,google-cloud,","neovim","","","","","","","","","","","","JavaScript;Elixir, Bash","Elixir","JavaScript;Ruby","Так","Go","Самостійно","Бекенд програмування","","13","10","32","Так","Так"
"2021/01/04 11:32:49 AM GMT+2","Java","Так","C#","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C#","C#","Так","JavaScript","За допомогою колег","","","5","5","29","Так","Ні"
"2021/01/04 11:32:50 AM GMT+2","Pascal/Delphi","Так","TypeScript","","","","","","","Cypress","Pycharm, Visual Studio Code","","","","","","","","","","","","","","","","","","","","","","Python","Python","Так","Python","За допомогою професійних викладачів (курсів або індивідуальних занять)","QA","","6","2","35","Так","Не пам'ятаю"
"2021/01/04 11:32:51 AM GMT+2","T-SQL","Так","T-SQL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JavaScript;Java;T-SQL","Java","","","Python","Самостійно","Обробка масивів даних","","","","","",""
"2021/01/04 11:32:51 AM GMT+2","JavaScript","Так","JavaScript","Angular;React","","Express","","","","","VScode","","","","","","","","","","","","","","","","","","","","","","JavaScript","JavaScript","Так","Python","Самостійно","Бекенд програмування","","3","3","28","Так","Не пам'ятаю"
"2021/01/04 11:33:23 AM GMT+2","Swift","Так","Swift","","","","","","","","","","","","","","","","Alamofire","","","","","","","","","","","","","C#","JavaScript","Swift","Ні","JavaScript","За допомогою колег","Мобільна розробка","iOS","3","3","33","Так","Ні"
"2021/01/04 11:33:43 AM GMT+2","C","Так","Python","","","","","","","","","","","","","","","","","","Django;Flask","","pandas","Ні","","visual studio code","","","","","","T-SQL;PL-SQL","Python","","Так","TypeScript","Самостійно","Обробка масивів даних","","1","2","21","Так","Ні"
"2021/01/04 11:33:51 AM GMT+2","C++","Так","C++","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Python","Rust","C++","Так","Python","Самостійно","Десктоп-розробка","","","","","",""
"2021/01/04 11:33:58 AM GMT+2","Pascal/Delphi","Так","Java","","","","","","","","","Spring","","Kafka","","","11.x","Idea","","","","","","","","","","","","","","Kotlin;PL-SQL","Java","Java","Так","Kotlin","Самостійно","","","11","6","33","Так","Так"
"2021/01/04 11:34:13 AM GMT+2","JavaScript","Так","JavaScript","React","","","","","","","VSCode","","","","","","","","","","","","","","","","","","","","","TypeScript","JavaScript","JavaScript","Так","TypeScript","Самостійно","Веб-фронтенд","","1","1","31","Так","Ні"
"2021/01/04 11:34:20 AM GMT+2","Basic","Так","Go","","","","","","","","","","","","","","","","","Goland","","","","","","","","","","","","TypeScript","Go","","Так","TypeScript","Самостійно","Бекенд програмування","","9","2","32","Так","Так"
"2021/01/04 11:34:23 AM GMT+2","JavaScript","Так","TypeScript","React","","Express;Next.js","","React Native;Expo","","","","","","","","","","","","","","","","","","","","","","","","","TypeScript","JavaScript","Ні","","Самостійно","Веб-фронтенд","","1","1","21","Так","Ні"
"2021/01/04 11:34:26 AM GMT+2","Pascal/Delphi","Так","JavaScript","Angular;React","","Express;Koa","","Cordova","","","WebStorm","","","","","","","","","","","","","","","","","","","","","TypeScript","JavaScript","","Ні","","","Бекенд програмування","","9","5","30","Так","Не пам'ятаю"
"2021/01/04 11:34:27 AM GMT+2","JavaScript","Так","JavaScript","React","","","","","","Cocos Creator","VS Code","","","","","","","","","","","","","","","","","","","","","Python;TypeScript","TypeScript","JavaScript;TypeScript","Так","Python","Самостійно","Веб-фронтенд","","4.5","4.5","27","Так","Так"
"2021/01/04 11:34:31 AM GMT+2","PL-SQL","Так","PL-SQL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Java;Groovy","Python","","Так","Python","Самостійно","Бекенд програмування","","","","","Так","Так"
"2021/01/04 11:34:33 AM GMT+2","Pascal/Delphi","Так","JavaScript","React","","","","","Flutter","","WebStorm","","","","","","","","","","","","","","","","","","","","","JavaScript;Swift;Dart","Dart","JavaScript;Dart","Ні","","Самостійно","Веб-фронтенд","","14","7","35","Так","Так"
"2021/01/04 11:34:35 AM GMT+2","Basic","Так","TypeScript","React","","Express;NestJS","","","","","","","","","","","","","","","","","","","","","","","","","","JavaScript;C#;PHP;Ruby;T-SQL","TypeScript","","Так","Python","","Бекенд програмування","","","","","",""
