Timestamp,FirstLanguage,MainLanguage,NowLanguage,Main2,AdditionalLanguages1,NextLanguage,PetProjectsLanguages,Learn,LearnLanguage,LearnWay,ExperienceInProgrammingYears,ExperienceInLanguageYears,AgeYears,InUA,InPrev
1/2/2019 11:13:01,Pascal/Delphi,Так/Да,TypeScript,,JavaScript,TypeScript,Rust,Так / Да,Rust,Книги та документацію // Книги и документацию,5,2,25,Так /  Да,Так  / Да
1/2/2019 11:13:02,JavaScript,Так/Да,JavaScript,,PHP,JavaScript,,Так / Да,PHP,Онлайн-курси // Онлайн-курсы,3,3,31,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 11:13:07,Java,Так/Да,Pascal/Delphi,,Pascal/Delphi,Java,,,,,,,,Так /  Да,Ні / Нет
1/2/2019 11:13:07,C,Так/Да,Swift,,"JavaScript, TypeScript, Objective-C",Swift,"JavaScript, Swift",Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,1,1,22,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 11:13:11,Pascal/Delphi,Так/Да,PHP,,"JavaScript, Java, C#",Java,"Java, JavaScript, C#, PHP",Так / Да,Python,Книги та документацію // Книги и документацию,8,6,30,Так /  Да,Ні / Нет
1/2/2019 11:13:19,C++,Так/Да,Java,,"Unix Shell, PHP",Java,,Так / Да,Python,Книги та документацію // Книги и документацию,3,2,24,Так /  Да,Ні / Нет
1/2/2019 11:13:20,C,Так/Да,Java,,"JavaScript, TypeScript",Java,"Java, JavaScript, TypeScript",Ні / Нет,,Книги та документацію // Книги и документацию,1,1,19,Так /  Да,Ні / Нет
1/2/2019 11:13:23,C,Так/Да,C#,,"JavaScript, Java, T-SQL",C#,"C#, R",Так / Да,Java,Книги та документацію // Книги и документацию,5,5,26,Так /  Да,Ні / Нет
1/2/2019 11:13:24,Pascal/Delphi,Так/Да,C++,,"Unix Shell, Python",Rust,,Так / Да,Java,Книги та документацію // Книги и документацию,16,16,37,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 11:13:26,Pascal/Delphi,Так/Да,Python,,Java,Go,Python,Так / Да,Go,Книги та документацію // Книги и документацию,12,8,33,Ні / Нет,Так  / Да
1/2/2019 11:13:29,C,Так/Да,JavaScript,,"JavaScript, Java, TypeScript",JavaScript,"Java, JavaScript, TypeScript",Ні / Нет,,Книги та документацію // Книги и документацию,1,1,19,Так /  Да,Ні / Нет
1/2/2019 11:13:29,C++,Так/Да,Python,,JavaScript,Python,"C#, Python, C++",Так / Да,C#,Книги та документацію // Книги и документацию,1,2,19,Так /  Да,Так  / Да
1/2/2019 11:13:36,Pascal/Delphi,Так/Да,PHP,,"JavaScript, Python",Java,PHP,Так / Да,Java,Онлайн-курси // Онлайн-курсы,4,4,26,Так /  Да,Так  / Да
1/2/2019 11:13:36,C++,Так/Да,JavaScript,,"Ruby, TypeScript",JavaScript,Ruby,Ні / Нет,Python,Книги та документацію // Книги и документацию,0,1,20,Так /  Да,Ні / Нет
1/2/2019 11:13:38,Pascal/Delphi,Так/Да,JavaScript,,Java,JavaScript,,Ні / Нет,,,1,1,22,Так /  Да,Ні / Нет
1/2/2019 11:13:39,Pascal/Delphi,Так/Да,Java,,"Unix Shell, PL-SQL",Java,Java,Ні / Нет,,,4,1.5,25,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 11:13:40,Basic,Так/Да,Python,,Unix Shell,Python,"JavaScript, Python",Так / Да,Python,Книги та документацію // Книги и документацию,0,0,28,Так /  Да,Ні / Нет
1/2/2019 11:13:44,PHP,Так/Да,PHP,,"JavaScript, Go",Go,Go,Так / Да,Go,Книги та документацію // Книги и документацию,6,6,30,Так /  Да,Так  / Да
1/2/2019 11:13:45,JavaScript,Ні/Нет,,"JavaScript, C#, TypeScript",T-SQL,C#,"C#, TypeScript",Так / Да,Python,Книги та документацію // Книги и документацию,4,3,30,Так /  Да,Ні / Нет
1/2/2019 11:13:49,Pascal/Delphi,Так/Да,Java,,"Kotlin, PL-SQL",Kotlin,Kotlin,Так / Да,Dart,Книги та документацію // Книги и документацию,4,4,24,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 11:14:00,Pascal/Delphi,Так/Да,Python,,"Unix Shell, Python, C++",Python,Python,Так / Да,Go,Книги та документацію // Книги и документацию,2,3,20,Так /  Да,Ні / Нет
1/2/2019 11:14:04,Basic,Так/Да,Python,,"JavaScript, Unix Shell",Python,"JavaScript, Python",Так / Да,Swift,Онлайн-курси // Онлайн-курсы,10,10,37,Так /  Да,Так  / Да
1/2/2019 11:14:12,Pascal/Delphi,Так/Да,C#,,"JavaScript, Unix Shell, TypeScript, PL-SQL, T-SQL",C#,"JavaScript, C#",Так / Да,Go,Книги та документацію // Книги и документацию,12,12,32,Ні / Нет,Так  / Да
1/2/2019 11:14:13,Pascal/Delphi,Ні/Нет,,"Java, Python","JavaScript, Unix Shell, TypeScript",Java,"Java, JavaScript, Python",Так / Да,Go,Книги та документацію // Книги и документацию,10,10,30,Так /  Да,Так  / Да
1/2/2019 11:14:27,Python,Так/Да,JavaScript,,PHP,JavaScript,,Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,2,0.5,20,Так /  Да,Так  / Да
1/2/2019 11:14:31,Pascal/Delphi,Так/Да,1C,,1C,1C,,Так / Да,Python,Офлайн-курси // Офлайн-курсы,10,10,32,Так /  Да,Так  / Да
1/2/2019 11:14:34,C++,Так/Да,Python,,"Unix Shell, Java",Python,,Так / Да,Java,Онлайн-курси // Онлайн-курсы,2,2,30,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 11:14:37,C++,Так/Да,Kotlin,,Java,Kotlin,Kotlin,Так / Да,Dart,Книги та документацію // Книги и документацию,5,2,26,Так /  Да,Так  / Да
1/2/2019 11:14:37,Pascal/Delphi,Так/Да,PHP,,JavaScript,PHP,,Так / Да,Python,Онлайн-курси // Онлайн-курсы,1,1,21,Так /  Да,Ні / Нет
1/2/2019 11:14:38,C++,Так/Да,T-SQL,,"C#, Python",T-SQL,,Так / Да,Java,Книги та документацію // Книги и документацию,2,2,20,Так /  Да,Ні / Нет
1/2/2019 11:14:48,Pascal/Delphi,Ні/Нет,,C++,,1C,,Ні / Нет,,,,,17,Так /  Да,Ні / Нет
1/2/2019 11:14:53,Swift,Так/Да,Swift,,Swift,Swift,Objective-C,Ні / Нет,C#,Книги та документацію // Книги и документацию,,1,25,Так /  Да,Ні / Нет
1/2/2019 11:14:53,Pascal/Delphi,Так/Да,PHP,,"JavaScript, Unix Shell, Go",PHP,"JavaScript, PHP, Go",Так / Да,Kotlin,Офлайн-курси // Офлайн-курсы,3,2,28,Так /  Да,Ні / Нет
1/2/2019 11:14:57,C++,Так/Да,PHP,,JavaScript,PHP,,Так / Да,JavaScript,Книги та документацію // Книги и документацию,1,2,22,Так /  Да,Ні / Нет
1/2/2019 11:14:59,JavaScript,Так/Да,JavaScript,,JavaScript,PHP,"JavaScript, PHP",Ні / Нет,JavaScript,Онлайн-курси // Онлайн-курсы,2,2,29,Так /  Да,Ні / Нет
1/2/2019 11:15:05,Java,Так/Да,Java,,"Python, T-SQL",Java,Java,Так / Да,C++,Книги та документацію // Книги и документацию,1,2,24,Так /  Да,Ні / Нет
1/2/2019 11:15:08,JavaScript,Так/Да,Java,,,Python,Python,Так / Да,Python,,,,,Так /  Да,Ні / Нет
1/2/2019 11:15:08,Pascal/Delphi,Так/Да,JavaScript,,"JavaScript, Java",Swift,JavaScript,Так / Да,Swift,Книги та документацію // Книги и документацию,1.5,1,20,Так /  Да,Ні / Нет
1/2/2019 11:15:09,C++,Так/Да,JavaScript,,,JavaScript,JavaScript,Так / Да,JavaScript,Офлайн-курси // Офлайн-курсы,0,0,23,Так /  Да,Ні / Нет
1/2/2019 11:15:13,Java,Так/Да,Java,,,Java,Java,Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,2,2,27,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 11:15:14,Java,Так/Да,Java,,Kotlin,Kotlin,"Java, Kotlin",Так / Да,Kotlin,Книги та документацію // Книги и документацию,3,4,23,Так /  Да,Ні / Нет
1/2/2019 11:15:26,Pascal/Delphi,Так/Да,JavaScript,,JavaScript,JavaScript,JavaScript,Ні / Нет,,Онлайн-курси // Онлайн-курсы,2,2,26,Так /  Да,Ні / Нет
1/2/2019 11:15:27,Pascal/Delphi,Так/Да,PHP,,,PHP,"JavaScript, PHP",Так / Да,Go,Книги та документацію // Книги и документацию,12,10,34,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 11:15:41,,Так/Да,TypeScript,,"JavaScript, PHP",TypeScript,"C#, TypeScript",Так / Да,Go,Онлайн-курси // Онлайн-курсы,4,2,25,Так /  Да,Ні / Нет
1/2/2019 11:15:43,Pascal/Delphi,Так/Да,TypeScript,,"JavaScript, Java, Python",Java,Java,Так / Да,Scala,Онлайн-курси // Онлайн-курсы,2,2,21,Так /  Да,Так  / Да
1/2/2019 11:15:46,Pascal/Delphi,Так/Да,Python,,Python,Python,"Python, C",Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,4,1,29,Так /  Да,Так  / Да
1/2/2019 11:15:47,C++,Так/Да,JavaScript,,TypeScript,JavaScript,"JavaScript, Go, TypeScript",Так / Да,Go,Онлайн-курси // Онлайн-курсы,1.5,1.5,21,Так /  Да,Ні / Нет
1/2/2019 11:15:49,Pascal/Delphi,Ні/Нет,,"JavaScript, C#, Python, TypeScript","JavaScript, TypeScript",C#,,Так / Да,Go,Книги та документацію // Книги и документацию,2,2,23,Ні / Нет,Ні / Нет
1/2/2019 11:15:50,Basic,Ні/Нет,,"Java, JavaScript, Python, Ruby, PL-SQL, Clojure, Elixir/Erlang","Unix Shell, Go",Clojure,"Java, JavaScript, Python, Ruby, Clojure",Ні / Нет,,,17,3,35,Так /  Да,Так  / Да
1/2/2019 11:15:51,Pascal/Delphi,Так/Да,JavaScript,,"PHP, Ruby",JavaScript,"JavaScript, TypeScript",Так / Да,Kotlin,Книги та документацію // Книги и документацию,3,2,22,Так /  Да,Ні / Нет
1/2/2019 11:15:52,Pascal/Delphi,Так/Да,PHP,,JavaScript,PHP,"Java, JavaScript, PHP",Так / Да,Go,Онлайн-курси // Онлайн-курсы,6,5,26,Так /  Да,Ні / Нет
1/2/2019 11:15:53,Pascal/Delphi,Так/Да,JavaScript,,,TypeScript,"JavaScript, PHP",Так / Да,TypeScript,Онлайн-курси // Онлайн-курсы,2,1,23,Так /  Да,Так  / Да
1/2/2019 11:15:59,JavaScript,Так/Да,JavaScript,,Unix Shell,JavaScript,,Так / Да,Go,Книги та документацію // Книги и документацию,1,1,19,Так /  Да,Ні / Нет
1/2/2019 11:15:59,Basic,Так/Да,C#,,"JavaScript, TypeScript, T-SQL",C#,,Ні / Нет,,,3,3,24,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 11:16:03,JavaScript,Так/Да,TypeScript,,JavaScript,TypeScript,"JavaScript, TypeScript",Так / Да,Go,Онлайн-курси // Онлайн-курсы,2,2,24,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 11:16:04,C++,Так/Да,C++,,"Python, C++",Python,"Python, C++",Так / Да,Python,Книги та документацію // Книги и документацию,0.5,0.5,18,Так /  Да,Ні / Нет
1/2/2019 11:16:08,Pascal/Delphi,Так/Да,TypeScript,,"JavaScript, C#, TypeScript, T-SQL",C#,,Так / Да,C++,Книги та документацію // Книги и документацию,6,3,31,Так /  Да,Ні / Нет
1/2/2019 11:16:11,Java,Ні/Нет,,"Java, JavaScript",PL-SQL,Java,Java,Ні / Нет,,Онлайн-курси // Онлайн-курсы,5,3,31,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 11:16:13,С#,Так/Да,C#,,JavaScript,C#,,Так / Да,C++,Офлайн-курси // Офлайн-курсы,,,18,Так /  Да,Ні / Нет
1/2/2019 11:16:16,PHP,Так/Да,PHP,,"JavaScript, T-SQL",PHP,"JavaScript, PHP",Так / Да,TypeScript,Книги та документацію // Книги и документацию,4,4,26,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 11:16:19,Java,Так/Да,Java,,C#,C#,"Java, C#",Так / Да,C#,Онлайн-курси // Онлайн-курсы,0,2,20,Так /  Да,Ні / Нет
1/2/2019 11:16:24,Ruby,Так/Да,Java,,"Unix Shell, Python",Java,Java,Так / Да,TypeScript,Онлайн-курси // Онлайн-курсы,5,4,30,Так /  Да,Ні / Нет
1/2/2019 11:16:25,Basic,Так/Да,Java,,Scala,Java,,Ні / Нет,,,2,2,32,Так /  Да,Ні / Нет
1/2/2019 11:16:26,C++,Так/Да,C++,,"Python, C++",Python,"Python, C++",Так / Да,Python,Книги та документацію // Книги и документацию,0.5,0.5,18,Так /  Да,Ні / Нет
1/2/2019 11:16:26,Pascal/Delphi,Так/Да,C#,,"JavaScript, TypeScript, T-SQL",C#,"JavaScript, C#, TypeScript, T-SQL",Так / Да,Python,Онлайн-курси // Онлайн-курсы,4,4,24,Так /  Да,Так  / Да
1/2/2019 11:16:27,Java,Так/Да,Ruby,,"JavaScript, Java, Scala",Ruby,"Ruby, Go, R",Так / Да,Go,Книги та документацію // Книги и документацию,5,5,26,Так /  Да,Ні / Нет
1/2/2019 11:16:28,Pascal/Delphi,Так/Да,PHP,,"JavaScript, Unix Shell, Java, Python, haxe",Python,"JavaScript, haxe",Так / Да,C++,Книги та документацію // Книги и документацию,18,2,35,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 11:16:30,С#,Так/Да,Groovy,,"JavaScript, Java, PHP",Java,,Так / Да,Kotlin,Книги та документацію // Книги и документацию,6,2,31,Так /  Да,Ні / Нет
1/2/2019 11:16:34,С#,Так/Да,Python,,"JavaScript, Go",Python,"C#, Python",Так / Да,Go,Книги та документацію // Книги и документацию,1.5,1,22,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 11:16:38,Basic,Так/Да,Java,,"JavaScript, PHP, Python, TypeScript",Kotlin,"Java, JavaScript",Так / Да,Kotlin,Книги та документацію // Книги и документацию,13,7,35,Так /  Да,Ні / Нет
1/2/2019 11:16:49,Basic,Так/Да,JavaScript,,"PHP, TypeScript",TypeScript,,Так / Да,Kotlin,Книги та документацію // Книги и документацию,10,10,28,Так /  Да,Так  / Да
1/2/2019 11:16:58,Pascal/Delphi,Так/Да,Go,,Unix Shell,Go,"Python, Go, elm",Так / Да,Python,Онлайн-курси // Онлайн-курсы,3,3,24,Так /  Да,Так  / Да
1/2/2019 11:17:07,Java,Так/Да,Java,,Java,Java,,Так / Да,C#,Книги та документацію // Книги и документацию,1,1,26,Так /  Да,Ні / Нет
1/2/2019 11:17:11,Pascal/Delphi,Так/Да,JavaScript,,,JavaScript,JavaScript,Ні / Нет,,Книги та документацію // Книги и документацию,1,0,20,Так /  Да,Ні / Нет
1/2/2019 11:17:12,C++,Так/Да,Java,,"JavaScript, C#",Go,Java,Так / Да,TypeScript,Книги та документацію // Книги и документацию,1,1,22,Так /  Да,Ні / Нет
1/2/2019 11:17:17,Pascal/Delphi,Так/Да,Java,,"Unix Shell, Java, PHP",Java,"Java, PHP",Ні / Нет,,Книги та документацію // Книги и документацию,28,4,52,Так /  Да,Ні / Нет
1/2/2019 11:17:25,Pascal/Delphi,Так/Да,Java,,"JavaScript, T-SQL",Java,"Java, C",Так / Да,Zig,Книги та документацію // Книги и документацию,13,5,31,Так /  Да,Так  / Да
1/2/2019 11:17:30,Basic,Так/Да,Ruby,,JavaScript,Ruby,,,,Книги та документацію // Книги и документацию,10,7,32,Так /  Да,Ні / Нет
1/2/2019 11:17:35,JavaScript,Так/Да,JavaScript,,JavaScript,JavaScript,JavaScript,Так / Да,Go,Книги та документацію // Книги и документацию,1,1.5,27,Так /  Да,Не пам'ятаю /  Не помню
